date,grams,price
2025-02-15,10,49073.28
2025-02-16,10,49129.56
2025-02-17,10,49166.84
2025-02-18,10,49169.53
2025-02-19,10,49143.95
2025-02-20,10,49172.18
2025-02-21,10,49188.22
2025-02-22,10,49224.33
2025-02-23,10,49250.03
2025-02-24,10,49292.31
2025-02-25,10,49271.21
2025-02-26,10,49324.2
2025-02-27,10,49332.4
2025-02-28,10,49415.72
2025-03-01,10,49388.45
2025-03-02,10,49458.19
2025-03-03,10,49466.4
2025-03-04,10,49440.65
2025-03-05,10,49421.59
2025-03-06,10,49409.08
2025-03-07,10,49426.34
2025-03-08,10,49447.56
2025-03-09,10,49424.91
2025-03-10,10,49424.23
2025-03-11,10,49510.23
2025-03-12,10,49579.63
2025-03-13,10,49597.38
2025-03-14,10,49599.2
2025-03-15,10,49604.3
2025-03-16,10,49629.14
2025-03-17,10,49588.53
2025-03-18,10,49578.54
2025-03-19,10,49512.09
2025-03-20,10,49528.36
2025-03-21,10,49554.55
2025-03-22,10,49535.52
2025-03-23,10,49598.78
2025-03-24,10,49550.05
2025-03-25,10,49491.78
2025-03-26,10,49501.05
2025-03-27,10,49543.24
2025-03-28,10,49610.89
2025-03-29,10,49592.84
2025-03-30,10,49636.29
2025-03-31,10,49635.05
2025-04-01,10,49628.44
2025-04-02,10,49664.09
2025-04-03,10,49690.48
2025-04-04,10,49627.72
2025-04-05,10,49687.09
2025-04-06,10,49742.59
2025-04-07,10,49717.87
2025-04-08,10,49734.0
2025-04-09,10,49754.06
2025-04-10,10,49764.79
2025-04-11,10,49743.08
2025-04-12,10,49716.51
2025-04-13,10,49715.79
2025-04-14,10,49763.0
2025-04-15,10,49785.04
2025-04-16,10,49770.52
2025-04-17,10,49801.68
2025-04-18,10,49688.04
2025-04-19,10,49734.29
2025-04-20,10,49665.01
2025-04-21,10,49650.81
2025-04-22,10,49606.32
2025-04-23,10,49554.83
2025-04-24,10,49601.57
2025-04-25,10,49583.16
2025-04-26,10,49597.32
2025-04-27,10,49595.74
2025-04-28,10,49615.12
2025-04-29,10,49618.5
2025-04-30,10,49567.48
2025-05-01,10,49607.63
2025-05-02,10,49588.18
2025-05-03,10,49526.21
2025-05-04,10,49509.39
2025-05-05,10,49569.72
2025-05-06,10,49604.03
2025-05-07,10,49590.38
2025-05-08,10,49576.71
2025-05-09,10,49564.15
2025-05-10,10,49647.52
2025-05-11,10,49663.09
2025-05-12,10,49680.6
2025-05-13,10,49722.11
2025-05-14,10,49731.96
2025-05-15,10,49721.9
2025-05-16,10,49714.34
2025-05-17,10,49711.78
2025-05-18,10,49710.59
2025-05-19,10,49740.0
2025-05-20,10,49742.37
2025-05-21,10,49771.98
